Ivica Boneš
Alji Ružić
Milija Paunovič
Nebojša Sakelšek
Sava Korene
Filip Franc Šosterič
Mario Ileršič
Viko Šinkić
Giulio Peče
Alexander Knaver
Zdenko Vujadinovič
Savan Stupar
Ševalija Tomaževič
Advan Mučibabić
Krstan Jelšek
Remzi Brujić
Vasilija Ratek
Emil Jožef Hopi
Rosando Ibraimov
Shemsedin Penzeš
Nedim Krnel
Mirjan Celar
Sadat Siard
Jeton Krajner
Jože Ivan Sorgo
Refet Jondić
Antal Šakotić
Vasko Modic
Abdurahman Petkičić
Friderik Mirko Berishaj
Miguel Hudžar
Jacques Ferdin
Jovica Kostevc
Moreno Bojanc
Zinaid Morčič
Vojo Biruš
Cviko Konjiček
Labinot Maraš
Janez Jurij Toporš
Franjo Bartole
Olaf Šoberl
Gaber Dralka
Matevž Markotan
Janez Jurij Nikl
Iljas Polutnik
Serhiy Masalin
Vilijan Tutnjić
Avdulah Baniček
Dragoljub Kermel
Jožef Marjan Sejdija
Otokar Kenda
Artan Kristavčnik
Niko Malinović
Šefik Čerenak
Dalibor Peček
Radivoj Matulić
Mihailo Taradi
Romano Laban
Shemsi Mojsilovič
Elmin Šplejt
Pavel Janez Vulićević
Levin Prokop
Dušan Jablanšček
Mehmed Preglej
Uzejir Maluz
Josip Vidgaj
Juraj Šuman
Alojzij Slavko Ladava
Maks Vukajlović
Alush Idrizoski
Bernardo Baručić
Hidajet Vukojević
Ermal Treer
Hektor Prnaver
Wolfgang Krljić
Darinko Zec
Rastko Galinac
Tino Mozina
Mauricio Vengar
Pera Kadriji
Miroljub Lovka
Tit Leko
Leander Katič
Rado Ivešić
Vojko Sallubier
Edward Bucci
Spomenko Stojkovska
Čazim Šumandl
Ivan Alojzij Cjuha
Ljubinko Cinglak
Refik Stančević
Jonuz Lizzi
Ifet Ritenšek
Eduard Juričan
Milanko Jakup
Halit Pluško
Blaženko Štornik
Dame Korenič
Klas Škrtič
Alojz Franc Barbarič
Vojčo Ljaljić
Jožef Štefan Čmrlec
Elko Jukan
Petko Čemažar
Midhat Hoja
Jožef Aleksander Ališič
Nehat Ivanišević
Majk Vec
Josip Čanč
Anei Repovž
Alush Čelešnik
Alit Podlesnikar
Korado Bajsić
Wolfgang Ulčar
Todor Klingsbichl
Uzejr Princl
Pave Đukes
Jurče Renič
Nasir Virk
Ljuan Čurlič
Nevijo Volšek
Olivio Spasovski
Đulijano Rebič
Matijaž Konštantin
Mehmed Haljeta
Eldis Destovnik
Janej Stojmilov
Bogomil Smerke
Manfred Kodat
Dore Beader
Emil Jožef Guzej
Safet Trekman
Almin Pfundner
Feim Gatarić
Hysen Cejan
Shqipron Drljača
Maksi Raguž
Attila Štamulak
Uran Kišfalvi
Črt Brnjilović
Anton Ladislav Mišura
Stevan Krafogel
Zvonko Spači
Friderik Miroslav Zabret
Viko Drnač
Janko Jurina
Janez Peter Jovandarić
Aslan Matelič
Ivano Mijanović
Arnes Krumpačnik
Periša Božičevič
Rafko Supej
Janez Janko Šajatovič
Ljuben Marič
Edoardo Pociecha
Gianluca Zaro
Redjep Gerold
Elmin Strahinič
Irfan Simčič
Kojo Gudalo
Vincenc Jožef Belčič
Voja Vigini
Dobrivoj Balkić
Djordje Bojič
Strahinja Rušič
Jožef Karol Isovski
Borivoje Dernulovec
Andrej Ivan Feist
Marcello Mešiček
Braim Svetelj
Braco Manču
Jurče Vincetič
Gyula Aljančič
Emsad Ivčetić
Julije Garbič
Friderik Mirko Belle
Zulfo Studenčnik
Sabahudin Balukčić
Manuel Žajdela
Bernd Močilar
Šaban Vujadinovič
Sejdi Škondra
Afrim Mužević
Erwin Bavčer
Lajos Kuzem
Elemir Ficjan
Shefshet Skube
Avdullah Nemc
Umberto Trabos
Harald Winter
Peter Jožef Kurt
Tom Majc
Bogoslav Mavrin
Ljupko Grošič
Radojko Rankovec
Franc Jožef Žugaj
Eljo Devura
Džan Sulejmanoska
Zmagomir Tinko
Rexhep Markelc
Tibor Ciguet
Uzeir Merkač
Beno Bajzek
Nevzat Majsen
Idris Cenko
Jaš Flegar
Iljo Osovnik
Otto Lubiana
Josif Rančnik
Ivan Franc Škrbinc
Mersudin Drožđek
Mite Sarafimov
Dani Soto Vargas
Sabin Kešpret
Friderik Miroslav Frigelj
Ilj Špiler
Vojo Poklečki
Bojko Braico
Radivoj Ločičnik
Sefir Jadek
Lavdrim Ivanin
Blagomir Tubak
Nejat Makuc
Riste Sadrija
Ludovik Ilšnik
Florim Smajić
Alija Petrašević
Claudio Pustovrh
Bernardo Blekič
Mikan Špuraj
Anđelo Pintolli
Mersin Šteblaj
Stanislav Ivan Frisch
Huska Marion
Huse Laban
Istok Umek
Juraj Rauš
Tai Paternus
Mischel Mazinjanin
Erol Sep
Borivoje Budiš
Tomi Svetic
Blagoja Hieng
Ljudovik Krdžić
Etbin Brataševec
Venčeslav Prančić
Rihard Barl
Sebastjan Plevelj
Perica Šaule
Ignacije Holler
Vanja Kozolc
Franci Šilih
Bruno Veternik
Jože Stanislav Bucaj
Kerim Zafošnik
Mustaf Sopaj
Henry Tucovič
Renat Lisičić
Jacques Zarka
Liman Lučičanin
Bratko Plementaš
Jevto Halačević
Samel Krašan
Krunoslav Rahotina
Pajo Pirnar
Anton Alojz Žist
Velko Bjelić
Alen Bevek
Žan Sermek Marčec
Zinaid Ikič
Raim Rajer
Diko Kalšek
Dalimir Tuksar
Ivan Peter Krevelj
Agon Jeđud
Slavimir Kanduti
Leonard Ramdedović
Faredin Rovšnik
Emsad Avpič
Imran Durut
Husref Puhmeister
Hadžib Globokar
Ešref Šemec
Adrijan Terziev
Pavao Žolek
Jashar Koblar
Ivan Alojz Jasnič
Izidor Smagur
Fabjo Buljugić
Rame Gulin
Virgilij Rev
Janos Malenčić
Masimo Medič
Dobrica Sopotnik
Radoje Loštrk
Fredo Ovčarić
Franc Valentin Pribevski
Lajos Hrka
Noel Kokaš
Endre Feri
Shemsedin Suhi
Justin Erzar
Matija Jožef Žurman
Nikodem Remar
Mufid Grofelnik
Ljupko Oblakovič
Alfred Valentič
Kojo Mihelač
Mihret Erić
Elias Terglec
Erik Porčić
Imran Pondrk
Alis Obrč
Marjan Janez Skornšek
Alojzij Čebokli
Tonči Bigman
Gani Buhaj
Alberto Firbas
Nuredin Kostrevc
Emra Kaizer
Ibrahim Jonuzi
Aldin Ninin
Moris Bohm
Dario Šereg
Mirzo Zadković
Xiaowei Domio
Destan Prosenik
Andreas Breskvar Tiller
Slobodan Mišič
Jožef Peter Vecl
Anid Brence
Ivan Stanislav Šebrek
Zvonimir Anton Shabani
Enzo Peklenk
Demetrij Butara
Franci Lakatoš
Stole Dautoski
Jasim Manevski
Ram Kešpret
Pavel Janez Ahej
Aljaš Merčon
Sergej Feucht
Mik Mamić
Negovan Havliček
Ignjat Janžovnik
Bekim Kraljić
Bojan Janez Kurtalj
Ricardo Polajnar
Renato Matijašič
Halil Belančič
Erich Stojičević
Viki Hutar
Fabrizio Pajenk
Konrad Honsić
Mersim Melavc
Istok Schiffrer
Nikica Šprajc
Ajdan Mutić
Borna Prebil
Vukosav Benedetti
Horst Kočnar
Jalen Drvodel
Eljo Aman
Samoel Gadler
Lorenc Jušković
Dren Vangoš
Elvin Čarni
Krunoslav Andrin
Ivan Janez Puščenik
Amal Jefkaj
Joško Poljan
Nedžad Hauptman
Filip Franc Rožun
Diko Medojević
Anis Tutek
Džemil Ruparčič
Nace Sulejmanoska
Njegoš Plancutič
Šani Šramel
Vidosav Maroševič
Jurij Marko Hentak
Emilio Šala
Demetrij Meden
Nedim Javornik
Naim Ogradi
Neim Potekar
Kamer Presiček
Šandor Kink
Božidar Desnica
Sergio Dejan
Beni Zebić
Janez Ivan Bantan
Ernst Brajda
Romuald Grabušnik
Glen Krasnić
Ruzhdi Kitanoski
Etjan Dobrijevič
Hilmi Poplatnik
Domine Tutta
Egon Vehab
Aljaš Krastič
Tommy Piškurič
Hajredin Tolaj
Džafer Cimbas
Qazim Meta
Boleslav Žnebelj
Emsad Ošlaj
Avgustin Medenjak
Maid Kaimel
Pantelija Štus
Sheremet Defar
Boštjan Ahmetašević
Marino Cimeša
Josip Ivanovski
Vinci Ihanec
Tristan Čertalič
Riza Mujačević
Pavel Ivan Volčanžek
Džoni Venc
Bojan Franc Močibob
Timi Bola
Emilij Čuka
Heliodor Stavrević
Odon Draganić
Ciril Metod Gnilšak
Esperij Evdjenić
Vanjo Kroupa
Salih Čančula
Bojan Franc Hanžurej
Midho Fabriš
Lovrenc Čučnik
Lucijano Puecko
Stojčo Palatin
Laris Gajžler
Cvjetko Merzlak
Tim Habulin
Tio Akalović
Šefik Sulejmanoski
Gustav Cigoj
Mihalj Habula
Gjorgji Ernejčič
Peter Jožef Brankovič
Abidin Piberčnik
August Pokorni
Rafet Šalda
Nihad Skokić
Pietro Grašak
Defrim Bradašević
Marek Benovič
Rino Košiček
Karel Drago Božnar
Demir Delivuk
Franc Pigac
Sezair Menhart
Džemal Krhen
Živko Stoševski
Leon Brenkovič
Hamzo Polesnik
Martin Davorin Mitrić
Bogumil Popelar
Tomislav Rec
Alojzij Stanislav Gladović
Niki Perušič
Robi Luknar
Erminio Novinič
Žan Mark Mikić
Atila Bojanc
Lojze Slanovic
Gino Sorta
Ivan Alojzij Goričanac
Perica Steineker
Veličko Rozinger
Hamo Prušnik
Aladin Gostič
Ahac Kadunec
Hašim Požgai
Azem Miljević
Ajet Sabadin
Nejc Jernej Šašić
Faik Lušničkić
Trojan Škrilec
Leon Arnold
Julijo Paurič
Ahmed Živortnik
Atilio Mužević
Anton Ladislav Grah
Cvjetko Miholič
Bojan Kepnik
Liam Čeplak
Ersan Golec
Luan Kurtevski
Aljaš Uplaznik
Maximilian Erpe
Manojlo Golja
Jona Deleja
Zorislav Pravhar
Munir Žbontar
Emilio Kure
Massimo Šop
Šačir Vrlja
Selmo De Gleria
Krste Kincl
Sulejman Madjar
Nikša Botolin
Vitko Mrzlić
Milodrag Ibrišević
Dani Zagradišnik
Attila Kapun
Nik Ganziti
Jurij Jakopiček
Slavko Lesinšek
Đevad Aliu
German Pandeva
Blaško Redja
Ignjat Mihalič
Anton Marko Rošker
Leander Čanžar
Bahri Zagmeister
Dorko Fošner
Salji Gačnikar
Adam Peruzzi
Loredano Harandi
Teo Pemič
Gentian Rogač
Golub Pomper
Silvester Jendrić
Smiljan Zhan
Milan Jožef Božičković
Anton Zvonimir Pondelek
Vitomir Asipi
Ismail Bali
Bashkim Huskić
Živan Jasnič
Muamer Kellner
Loren Lipavec
Moreno Bivšek
Dano Radović
Joško Orlčnik
Milan Jožef Gregorovič
Midhat Seidl
Durim Stepanović
Gustl Španič
Riste Kermc
Tobija Lorenčič
Jonuz Przybylski
Janez Andrej Dobrić
Alojzij Janez Glamočić
Vukan Gorenšček
Jozo Minkuž
Werner Letojne
Nevio Brižan
Alfred Bekčec
Nadan Lanek
Flamur Ferbežer
Srbislav Varga
Naum Bravc
Dragoš Cukrov
Juraj Gojtanić
Venco Vochl
Ljubenko Premužić
Hazim Rancinger
Andrej Kogovšek
Hasim Molka
Lambert Sfiligoj
Slovenko Forsthuber
Ferruccio Andromako Mulčev
Engelbert Jelačin
Hranislav Kabaši
Ivan Janez Džemić
Robert Peter Granda
Michael Kaltak
Vinci Gracin
Ron Jelič
Andreas Đulsić
Janez Jurij Vidonja
Ermal Nadoh
Nestor Pupčević
Hari Bečiri
Kian Naraks
Anto Eltrin
Jaš Kreitmayer
Salvator Ivančan
Shqipron Radenović
Shpetim Sipoš
Haljilj Pulko
Aleksije Dolinščak
Graciano Azazmeh
Franc Herman Engler
Rami Marincelj
Gabriele Ivešić
Radovan Blanc
Edvard Calligaro
Luka Čonda
Zaim Kobašlić
Luciano Špenga
Tefik Drug
Roman Korotančnik
Vuk Stanša
Predrag Rabak
Miljenko Zrinski
Nejc Potrato
Anel Barešič
Fortunat Mihorič
Niklas Mostnar
Esad Razum
Senahid Butul
Pavlo Vučenik
Hashim Puka
Franc Alojzij Miholič
Franz Tepić
Golub Rejec
Miftar Gungl
Elvino Sejfić
Aleksej Gvozdanović
Štefo Fegic
Stanislav Peter Anželak
Lutvo Abdijanović
Borivoj Lugarič
Volodymyr Kikel
Jožef Ivan Bešlagič
Mihael Milan Gršak
Istref Salak
Čedomir Gradnik
Štefo Dučanović
Mersin Premelč
Enes Lipah
Dionizij Dodlek
Sergije Heljezović
Erih Prošič
Romi Ikač
Tit Čolović
Mateo Britovšek
Erno Pirtovšek
Uglješa Vidoni
Sani Marčeta
Vojmir Tuš
Dragorad Patty
Janez Anton Predan
Vladko Aničin
Mehmet Kafel
Džan Vidojević
Mikel Riboli
Selmir Turza
Himzo Dalmatin
Tome Šaberl
Alex Tubić
Zinaid Ozvatič
Mensud Beznik
Lavrencij Kovšček
Slobodan Hertarić
Jeton Tufegdžić
Marjan Andrej Gega
Selver Radošljević
Stevan Zilli
Sveto Brunčič
Tibor Doblehar
Rrahim Aljić
Sahit Sušin
Cristian Koeveš
Norbert Čujec
Andro Zarka
Hashim Settomini
Klavdijo Malič
Emilio Komljenović
Erazem Strauss
Igor Bukvić
Bekim Sepič
Šaip Jesihar
Lenart Terčak
Ladislav Voh
Vedat Zobavnik
Senat Ferenci
Besmir Luisa
Islam Krelj
Janoš Rotner
Baki Cibic
Dženis Dekleva
Florjan Jelaš
Mihajilo Šteingel
Tino Čakarić
Bajrush Borovnjak
Črtomir Đekovski
Nedeljko Slunjski
Stojče Dokaza
Dimitri Švajgelj
Ajhan Cilar
Kristijan Osmićević
Momo Bacali
Vladislav Meljo
Frenk Međić
Jernej Celestina
Zehrudin Hodej
Giulio Gnader
Fejzula Smolej
Husejin Garnuš
Želimir Kržovska
Samid Hećimović
Dimitri Pijetlović
Kurt Krajšek
Stamenko Kaube
Gazmend Pupić
Nel Krasnič
Bojan Anton Zomer
Braim Kavdik
Miško Žerjal
Dragoja Duspara
Halim Postolov
Žani Ovcin
Sabedin Wamberger
Sefedin Ademovič
Velemir Grintal
Ranko Resanović
Erduan Bostner
Marian Štabej
Nevij Groselj
Aldin Kasalović
Zihnija Stanojlović
Damijan Pušar
Maks Hustić
Karoly Maechtig
Berin Krenos
Jak Grilc
Mitar Pešić
Arnold Krnulc
Guerino Hudelja
Rajko Bauer
Ibrahim Dernovšek
Nusret Smrečnik
Anton Ivan Pavlinek
Tadej Kirič
Husnija Vojaković
Salji Lipovšek
Hashim Boban
Stanoja Štefan
Sandi Feštajn
Slavko Alojz Slak
Peter Andrej Žerjal
Smiljan Pipan
Hilmija Melin
Primož Ladava
Janez Jani Deniša
Dren Bršec
Miomir Kranz
Maksut Dermastija
Xhevdet Pelikan
Dore Gašpar
Amos Javoršek
Slavek Hribršek
Leopold Sekirnik
Slobodan Pergovnik
Mursel Špuraj
Sadrija Kraljevski
Muarem Zupe
Amadeo Gedl
Žan Žak Kikl
Durim Brdar
Dren Podrekar
Zafir Strasser
Mensur Gospodarič
Redžep Pipenbacher
Shaip Heimer
Shefki Brda
Refki Šefman
Franco Dervodel
Lazar Bratkič
Andrej Franc Vukančić
Miralem Murdžoska
Bogoljub Trelc
Alojz Marjan Dubac
Nediljko Šlamberger
Vilijem Vipavec
Hajzer Eremita
Sande Mateljan
Radisav Fafulić
Marcello Dimitrov
Marko Todorić
Borna Frank
Tomaž Andrej Mikluž
Giuseppe Albinini
Lorenzo Avdić
Vaso Škantelj
Marlon Matjaš
Mentor Šajatovič
Angelo Špilek
Grujica Ovsec
Jalen Prelevšek
Done Zarnec
Muharem Mikešič
Žan Žak Kromar
Matis Sofronievski
Erduan Baluh
Bekim Narandja
Grga Štandeker
Eduardo Nemšak
Voja Šalej
Dmitar Džambić
Amir Tostovršnik
Emilio Reininger
Jezdimir Rendulić
Fidančo Gradič
Marijan Jože Kolarić
Nasko Držečnik
Alois Hodošček
Ožbej Čergan
Zija Črešnjovec
Giovanni Props
Claudio Rudonja
Tomaš Jakab
Danej Hahn
Branislav Zahar
Huzeir Šter
Franc Emil Prosen
Aldin Adžič
Rezak Cvar
Ahac Prebejšek
Rasto Pokleka
Sinaj Grilč
Iztok Rokvić
Radojica Rnjak
Kujtim Šegota
Lino Brežan
Giuliano Pečevnik
Sejdo Tubanović
Andro Tanc
Virgilij Mudrinić
Leonard Gafur
Zvonimir Anton Steinbuch
Lučo Tom
Simon Peter Kozak
Golub Radenović
Emiljan Alimoska
Jurče Žalnik
Pascal Podoreh
Peter Pavel Bekteshi
Zvone Ahlin
Shukri Stožer
Đurica Kosernik
Sine Reicht
Darin Sikovšek
Medi Sorokin
Eugen Visoka
Ilir Stjelja
Zlatan Černivšek
Shpend Koroš
Matija Sebastian
Gverino Mohinski
Zulfo Djulić
Miroslav Jožef Harl
Johann Goman
Sidik Berendijaš
Dušan Anton Kocutar
Julijo Hegić
Arber Dekanj
Rinor Sović
Velko Berko
Rešad Merčon
Vatroslav Fetiu
Cane Žerjav
Grgo Peilschmidt
Velko Stekić
Mileta Goričar
Aris Oreškovič
Lucijano Dušek
Lian Krenos
Korado Bohinc
Luca Kadriji
Zdenko Sande
Klavdijo Kne
Indir Cucek
Samir Oberlajt
Mik Paurević
Tunjo Tršelič
Gerald Pukel
Ekrem Šoper
Isak Crnkovič
Fabjan Avbar
Boris Jožef Mazrekaj
Božo Kilicaslan
Aid Cindrić
Rahmo Zelenič
Samed Kopič
Erduan Englert
Mihael Šemec
Franc Ivković
Sakib Zvir
Bakir Kniewald
Xhevat Čevriz
Zmago Vretenar
Paulo Gajič
Jaki Javh
Alexey Špendal
Dejvi Stele
Slobodan Vojvoda
Lev Tomašević
Jozo Fuš
Al Ljubijankić
Zehrudin Planšak
Franc Stanislav Kastrevec
Edis Dragosavac
Erol Čigon
Matej Močilar
Janez Stanislav Cof
Silvijo Žabjek
Maid Ker
Vlajko Rasman
Jesenko Mežnarić
Tadija Misson
Pavao Povoden
Abid Ževart
Dany Čede
Ratimir Alispahić
Alexey Tršek
Ivano Duljak
Aladin Žerovc
Đura Štiher
Roger Tamaško
Jožef Pavel Mušinović
Mitar Himmelreich
Laurent Held
Elek Arsović
Alvedin Jevšek
Boštjan Glančnik
Leonardo Šemenc
Tedej Šibila
Vaskrsija Janev
Ahmo Milijašević
Bela Bjegović
Memet Muženič
Egidij Butolen
Giuliano Siničič
Slavoljub Tripkovič
Nuraga Gomezelj
Ramazan Vadnov
Tenej Kašan
Šemso Rožac
Aljoša Kreč
Vaskrsija Fekner
Demir Dragnić
Endis Lukijanović
Janez Franc Kalman
Noah Princes
Zenel Tomović
Žaro Grilec
Emil Anton Imerovič
Romi Žlaber
Peter Jožef Oberlintner
Georgij Karlovšek
Lovre Hović
Ljuboslav Milčinski
Venco Podlunšek
Zehrudin Palatinuš
Dejan Karapetrović
Marko Brod
Franc Alojzij Fuks
Janez Jan Tisovec
Lojzek Petrevčič
Basri Čargo
Pavle Nečimer
Xhevat Poljašević
Franc Valentin Težak
Dime Kocon
Bogoljub Udrih
Armando Primon
Mičo Kračan
Anton Andrej Lovrenović
Emilijan Vitez
Bilal Kopina
Alexandru Pevcin
Vatroslav Hajdinaj
Zenel Štumpf
Velaga Predin
Svetolik Marzidovšek
Bine Držanić
Džoni Hosner
Jona Vudler
Matthias Rozze
Tonči Avman
Amos Gamser
Xhelal Špelak
Rizvan Gautam
Bernd Horvatin
Muriz Markežič
Karel Kršan
Amal Orozel
Niklas Fras
Želimir Mijanović
Boris Andrej Černjavič
Ajdan Cunjak
Hajzer Midžaiti
Sidik Foršek
Krunoslav Trišić
Tomaž Črnugelj
Medi Oiclj
Albert Puljić
Franc Herman Dekić
Žan Jan Lavtižar
Dominik Gregorc
Feliks Nekić
Danislav Kocina
Albion Kuplenk
Miljan Nič
Jože Peter Zmrzlikar
Robert Peter Kariš
Pavel Peter Lomšek
Argjend Trišić
Živorad Koenig
Rastko Mujadžić
Adil Pociecha
Miroslav Jožef Stres
Ragip Karčovnik
Nej Šnajder
Mensur Metlar
Alej Šporn
Črt Seibert
Venko Žebalc
Abdurahman Bilkan
Abdurahman Hasinović
Albin Sošnja
Ljupko Pelan
Walter Ortan
Todor Fijolič
Volodymyr Uvodić
Luigi Zajc
Marc Bednjač
Trivun Fenko
Viki Simnovčič
Đoni Simoni
Mustaf Uhan
Hysni Mohorić
Vesel Trajkovič
Rizo Mandir
Timej Stoporko
Ramadan Mehinović
Franc Jožef Mikeš
Tijan Mlađenović
Fidančo Robljek
Pavel Janez Rusanov
Metodija Klofutar
Zorko Faršang
Viljem Kalić
Abel Čvorović
Anžej Jager
Herbert Vukelja
Dževad Federl
Marjan Matevž Petrinec
Dimitrija Sivčev
Samir Ilišinović
Vojislav Kegljevič
Libero Peruničič
Wolfgang Kukman
Blažo Rop
Sanel Pavela
Stole Asipi
Jovo Rupar
Zafir Luisa
Radmil Marošlić
Žan Jan Ljaljić
Jožef Marijan Šutar
Riza Plevel
Viljem Kreč
Gal Stefanoski
Milijan Lasnibat
Jožek Hanaček
Imer Golnar
Dragić Panger
Inti Grutschreiber
Zuhdija Kurić
Lavdrim Osterž
Gusti Črešner
Vejsil Štampe
Michele Žgalin
Leonard Rahotina
Vicko Tiegl
Luca Kolenc
Danilo Scozzai
Ilmi Tajke
Vuk Komadina
Rocco Janović
Kaj Glogovšek
Sean Vild
Edbin Huić
Milaim Lajevec
Felicijan Tišljarić
Asllan Bezovnik
Rizvan Šutović
Metod Guntner
Šefko Dworak
Darinko Čebela
Mehdin Marolin
Idriz Stolnik
Primož Kikanović
Venceslav Jekl
Vicko Monfreda
Hieronim Šenekar
Suvad Korper
Dmytro Hergula
Dionizij Brezner
Tijan Repovž
Diego Pilpah
Radivoj Omerdić
Timotej Lukunić
Jonatan Tomasini
Siegfried Tepeh
Rajmond Kebe
Afrim Cizerl
Dejan Cemič
Julije Čabrian
Ersan Nečemar
Ladi Kuhn
Rok Pobrnik
Lari Štefane
Slaven Marić
Marjan Jožef Cajnko
Svetko Rakar
Radoje Jamniker
Avgust Zotter
Miko Čeperlin
Qendrim Kekić
Marij Majkić
Sabin Kuljat
Andrea Turecki
Laris Flis
Edis Črnetič
Kerim Čaks
Đulijano Šipka
Din Zelinšček
Luciano Jeglič
Šekib Forštner
Tan Đulsić
Milinko Hain
Mentor Rušiti
Arian Lukanc
Jožef Alojzij Fatur
Šefket Kapitan
Andriy Dernikovič
Steven Pusar
Drago Karel Grdan
Mitat Špic
Ožbald Midlil
Hadis Belantič
Ajdin Šauli
Žan Jan Tončalek
Vilijan Bosin
Shaban Trifunović
Nenad Govedić
Imran Kenič
Vito Rankovič
Šukrija Ranca
Rajmond Šega
Nazmija Velikogne
Mujaga Stanonik
Ašim Žolek
Han Mecilošek
Bedri Glavendekić
Natanael Kur
Novak Hajdarovič
Vojteh Radoš
Patricio Kopič
Blaže Burubu
Lavdrim Matjašič
Dino Hedžek
Dalibor Alpner
Jusuf Markulić
Leo Kur
Nedo Šlebir
Ecio Petrovski
Blagomir Carli
Nuran Lešek
Visar Haladeja
Peter Ivan Dumbovič
Michel Palaić
Zmago Tolimir
Sadrija Smontara
Jon Potecin
Esperij Rkulović
Domagoj Postogna
Juri Lišić
Jure Sraka
Ermal Špur
Mihal Hukarević
Tamas Mekanović
Ažbe Vabšek
Ivan Anton Hrlec
Franc Marjan Dreisibner
Lovro Legvart
Golub Klobčar
Ernest Verbic
Marjan Jože Kokošar
Luciano Dobovičnik
Malik Kremžar
Vojteh Marđonović
Julian Frančič
Iljas Reberčnik
Ljubomil Veit
Ivica Unetič
Razim Planteu
Zuhdija Prcić
Đani Čergić
Massimo Fluks
Malik Derk
Tadija Gunze
Ruslan Lever
Martin Stanislav Stražar
Anton Silvester Pipenbaher
Novo Kvalić
Matejko Vezjak
Janez Anton Knedl
Florjan Diacci
Raman Coraci
Fabijo Kanellopulos
Adel Vrca
Eman Bobnjar
Julian Plavše
Pankracij Zakelšek
Luka Gal Erniša
Gvido Orsag
Berto Konšak
Henri Buljan
Ivo Cvitković
Avdyl Nacevski
Beno Crkvenčić
Arlind Rajšek
Krešimir Prokić
Jona Lugarič
Sejdo Frice
Vanes Mikulaš
Smajo Džamastagić
Amadej Prikl
Granit Krajišnik
Rustem Aleksić
Ensad Šulman
Hidajet Ulčar
Mićo Strah
Lovrenc Joha
Peter Franc Zaletinger
Andrea Korimšek
Vllaznim Beukovič
Hagji Ileršič
Marijan Jožef Ohran
Rašid Vujanić
Gustav Pungertnik
Munir Putrih
Allan Matela
Tomaž Janez Elsner
Fidančo Štergelj
Selam Otovič
Evstahij Prejac
Paulo Filippini
Žan Žak Spetič
Virgil Bašin
Dimitar Milaković
Blaženko Kuqi
Josip Kruškić
Jovan Gruzovin
Nikolay Klanšček
Pavel Ivan Jendrok
Nedjo Klarić
Rafo Kelavić
Vahdet Dermol
Italo Prančberger
Jaki Vilar
Fazli Brigelj
Emil Jožef Strelec
Nurdin Ilija
Vital Marinović
Čaba Tihi
Demetrij Katipi
Anton Zvonko Firant
Darij Ludoviko
Ažbe Guzaj
Leopold Franc Trstenjak
Vehid Hussein
Marko Papp
Svarun Jermančič
Simon Verblač
Voranc Drinčić
Dule Jurca
Etien Savenc
Armand Tisu
Hari Romanič
Sakip Kerček
Engelbert Hude
Rrahman Vratuša
Slavko Alojzij Črešner
Božidar Anton Ademaj
Pavle Mujčić
Aleksandar Dravinac
Frido Spagnolo
